Movie_Title,ListOfCertificate
The Wraith,"R,PG-13"
Good People,R
High Sierra,"Approved,Passed"
Project A,PG-13
Convoy,PG
Golmaal Fun Unlimited,
Kin,PG-13
Blind Fury,R
Wyrmwood: Road of the Dead,
Next Gen,TV-PG
The Rhythm Section,R
Navy Seals,"R,TV-14"
Stalingrad,R
Judgment Night,R
Sarkar,
Bharath Ane Nenu,
Warlock,R
Monster Trucks,PG
"No Retreat, No Surrender",PG
Desperate Measures,R
The Assassin,
The Great Race,"Approved,TV-PG,Passed"
Once Upon a Time in Mumbaai,
Below Zero,TV-MA
Ricochet,"R,TV-14"
Valley of the Wolves: Iraq,
Assassination Games,R
Steamboy,PG-13
The Protege,R
Bait,R
Dragonslayer,PG
Fort Apache,"Approved,TV-PG,Passed"
Dobermann,R
Saaho,
The Command,PG-13
Fire Down Below,"R,TV-PG"
Infernal Affairs II,
Snabba Cash,R
The Three Musketeers,PG
In a Valley of Violence,R
Force 10 from Navarone,PG
Security,R
Baadshah,
Ready,
Zombeavers,R
Torbaaz,TV-MA
The Adventures of Ford Fairlane,"R,TV-14"
Beowulf & Grendel,R
Dabangg 3,
The Presidio,R
King of Devil's Island,
Flame & Citron,
The Villain,
Showdown in Little Tokyo,"R,TV-14"
In Your Name,
Wazir,
Miracle at St. Anna,R
Night Hunter,R
Theri,
The Silencing,R
Airport,"TV-PG,G"
Sarpatta Parambarai,
Bigil,
Special Forces,R
Awake,TV-MA
Any Which Way You Can,"PG,TV-PG"
Rampage,R
Once Upon a Time in Venice,
Police Story 2,PG-13
Midway,"PG,TV-PG"
Bad Ass,R
Thani Oruvan,
Thugs of Hindostan,
Southern Comfort,R
Nighthawks,R
"Crouching Tiger, Hidden Dragon: Sword of Destiny",PG-13
Armour of God,R
Max Steel,PG-13
Dragon Blade,R
Sivaji,
A Sound of Thunder,PG-13
Cockneys vs Zombies,
The Vault,R
Dhoom,
In Hell,"R,TV-14"
Ali Baba and the Seven Dwarfs,
Evangelion: 2.0 You Can (Not) Advance,TV-14
Harley Davidson and the Marlboro Man,"R,TV-14"
The Glimmer Man,R
Magadheera,
Bunraku,R
The Numbers Station,R
Safety Last!,
Bellbottom,
Blood Ties,R
Mayhem,
Game of Death,R
The Delta Force,R
Ballistic: Ecks vs. Sever,R
Operation Condor,PG-13
Kaithi,
"OSS 117: Cairo, Nest of Spies",
Foreign Correspondent,"Approved,TV-PG,Passed"
Vampire Killers,R
Resident Evil: Damnation,R
Universal Soldier: Day of Reckoning,R
Krrish,
Rise of the Footsoldier,R
So Undercover,PG-13
Drop Zone,R
The Crow: City of Angels,R
Highlander: Endgame,R
Battle Royale II,
24,
Student of the Year 2,
Sonatine,R
The Day of the Beast,R
Supercop,R
Assault on Wall Street,R
Zoom,PG
6 Days,R
Beirut,R
Highlander: The Final Dimension,"R,PG-13,TV-14"
Kopps,
Pusher II,
The Extraordinary Adventures of Adèle Blanc-Sec,PG
Black and Blue,R
The Chase,"PG-13,TV-14"
Empire State,R
Killshot,R
A Taxi Driver,
Setup,R
Prem Ratan Dhan Payo,
Kingsglaive: Final Fantasy XV,PG-13
Beyond Skyline,R
Underdog,PG
Barely Lethal,PG-13
3 Ninjas,PG
Rangasthalam 1985,
Flickering Lights,
In China They Eat Dogs,
Marked for Death,"R,TV-14"
Below,R
The Last Mimzy,PG
Krrish 3,
Supergirl,PG
A Better Tomorrow,
The Great Raid,R
Billy Lynn's Long Halftime Walk,R
MI-5,R
Detective Byomkesh Bakshy!,
Toy Soldiers,"R,TV-14"
A Prayer Before Dawn,R
Chinese Zodiac,PG-13
The Beastmaster,PG
The Gauntlet,R
iBoy,TV-MA
Bilal: A New Breed of Hero,PG-13
New World,
Lakshya,
Simmba,
Shadow in the Cloud,R
The Boy and the Beast,PG-13
Beta Test,
War,
Space Sweepers,TV-MA
Wanted,
Parmanu: The Story of Pokhran,TV-14
Beckett,TV-MA
Postal,R
Eega,
Arjun Reddy,
Close,TV-MA
Agneepath,
Jay and Silent Bob Reboot,R
Trapped,R
Legionnaire,R
Street Fighter: The Legend of Chun-Li,PG-13
The Outsider,TV-MA
The Forever Purge,R
Red Cliff II,
Sniper,R
Getaway,PG-13
Dead Snow 2: Red vs. Dead,R
The Punisher,R
Rage,
Rollerball,"Approved,R"
Harriet,PG-13
The Lovebirds,R
Madras Cafe,
Men at Work,"PG-13,TV-14"
Gabbar is Back,
Dragon Wars: D-War,PG-13
The Night Comes for Us,TV-MA
Spy Kids 4-D: All the Time in the World,PG
Crocodile Dundee in Los Angeles,PG
Stormbreaker,PG
The Contract,R
Mortal World,
The Lego Ninjago Movie,PG
Rurouni Kenshin Part I: Origins,TV-MA
Mosul,TV-MA
The Black Hole,"PG,TV-PG"
Lifeforce,R
The Warrior's Way,R
The Final Countdown,PG
The Marksman,PG-13
The Angry Birds Movie 2,PG
Mutant Chronicles,R
Fire with Fire,R
The Big Boss,R
New Police Story,R
In Order of Disappearance,R
Just Cause,R
7500,R
Every Which Way but Loose,PG
D3: The Mighty Ducks,PG
Shin Godzilla,
The Warlords,R
Mr. Nice Guy,PG-13
Enthiran,
Jason and the Argonauts,"Approved,TV-PG,G"
Mighty Morphin Power Rangers: The Movie,PG
Django,R
The Rookie,"R,TV-14"
Firefox,PG
See No Evil,R
Ned Kelly,R
"Big Mommas: Like Father, Like Son",PG-13
Point of No Return,"R,TV-14"
Destroyer,R
Captain Underpants: The First Epic Movie,"TV-G,PG,TV-PG"
Memphis Belle,PG-13
The Happytime Murders,R
Tekken,"R,TV-14"
Torque,PG-13
Metro,"R,TV-14"
Vanishing Point,"PG,R"
Summer Wars,"PG,TV-14"
Kick,
Charlie Countryman,R
The Ice Road,PG-13
Air America,R
My Spy,PG-13
The Replacement Killers,R
Raazi,
12 Rounds,PG-13
Snake Eyes,PG-13
"Game Over, Man!",TV-MA
Fortress,R
Runaway Train,R
Mighty Joe Young,PG
Dora and the Lost City of Gold,PG
Outland,R
A Lonely Place to Die,R
Joint Security Area,
Universal Soldier: The Return,R
Species II,R
Escape Room: Tournament of Champions,PG-13
The Next Karate Kid,PG
Money Talks,R
Antim: The Final Truth,
Thief,"R,TV-14"
Antitrust,PG-13
Peninsula,"TV-MA,TV-14"
Gringo,R
The Last Duel,R
Hard to Kill,"R,TV-14"
Bharat,TV-MA
Kabir Singh,
Murder at 1600,"R,TV-14"
Blown Away,R
Battle for the Planet of the Apes,G
Ong Bak 2,R
Armored,PG-13
Dragon: The Bruce Lee Story,PG-13
Escape Plan 2: Hades,R
The Prophecy,"R,TV-MA"
Erased,R
Above the Law,R
The Omega Man,"PG,GP"
Resident Evil: Degeneration,R
Cyborg,R
Anacondas: The Hunt for the Blood Orchid,PG-13
Vampire Hunter D: Bloodlust,R
The Machine,R
"Tomorrow, When the War Began",R
The Darkest Minds,PG-13
Kangaroo Jack,PG
The Aeronauts,PG-13
Alan Partridge,R
The Getaway,PG
Feast,R
Seraphim Falls,R
Teenage Mutant Ninja Turtles III,PG
Batman,"PG,Approved,TV-PG"
Firestarter,R
Thuppakki,
Big Game,"PG-13,TV-14"
Blood and Bone,R
The Witcher: Nightmare of the Wolf,TV-MA
1941,PG
Survivor,PG-13
Blues Brothers 2000,"PG-13,TV-14"
Marshland,TV-MA
Fighting,PG-13
The Way of the Gun,R
Jimmy Neutron: Boy Genius,"TV-Y,TV-PG,TV-G,G,TV-Y7"
Welcome to the Punch,R
Dungeons & Dragons,PG-13
The Breath,
Ek Tha Tiger,
K-9,"PG-13,TV-14"
Bajirao Mastani,
Mesrine: Killer Instinct,R
Tora! Tora! Tora!,G
Riders of Justice,
Crimea,
Dracula 2000,R
Unlocked,R
Raw Deal,"R,TV-14"
The Grandmaster,PG-13
Alex Cross,"PG-13,TV-14"
Double Team,R
The Marine,PG-13
The Phantom,PG
Dilwale,TV-14
Young Guns II,PG-13
Snatched,R
Braven,R
Hard Rain,R
Vikram Vedha,
Osmosis Jones,"PG,PG-13"
The Tournament,R
Red Tails,PG-13
The Art of Self-Defense,R
The Last Legion,PG-13
Bandidas,PG-13
The Good the Bad the Weird,R
Lionheart,R
Paan Singh Tomar,
The Cannonball Run,PG
BloodRayne,R
Heist,R
Hold the Dark,TV-MA
Astro Boy,PG
The Way of the Dragon,R
Hit and Run,R
The Adventures of Sharkboy and Lavagirl 3-D,"PG,TV-PG"
Deep Rising,"R,TV-14"
Happy New Year,TV-14
Don't Breathe 2,R
Kidnap,R
Don,
ARQ,TV-MA
Repo Man,R
Bulletproof,"R,TV-14"
Man of Tai Chi,R
The Salvation,R
Code 8,TV-MA
Death Wish,"R,TV-14"
Whiteout,R
No Way Out,"R,TV-14"
Thunder Force,PG-13
JCVD,R
Drunken Master,PG-13
Left Behind,PG-13
Regression,R
Who Am I?,PG-13
The Transformers: The Movie,"PG,TV-Y7-FV,TV-PG"
A Bittersweet Life,
Outside the Wire,R
Reindeer Games,R
Wasabi,R
Tae Guk Gi: The Brotherhood of War,R
Key Largo,"Approved,TV-PG"
Kill List,TV-MA
Masters of the Universe,PG
The Harder They Fall,R
Money Train,R
It's a Mad Mad Mad Mad World,"TV-Y,TV-PG,TV-G,Approved,G,TV-Y7"
Vishwaroopam,
Double Impact,R
Ra.One,
Om Shanti Om,
Striking Distance,"R,TV-14"
Brick Mansions,PG-13
Morgan,R
Taxi,"TV-PG,PG-13"
The Take,R
Lock Up,R
Taxi 3,
Silverado,"PG-13,TV-14"
One for the Money,PG-13
The Towering Inferno,PG
Pokémon: The First Movie - Mewtwo Strikes Back,"TV-Y7-FV,G"
Last Knights,R
Raees,TV-MA
The Spy Next Door,PG
Flyboys,PG-13
Dragged Across Concrete,R
Teeth,R
Casualties of War,R
Clash of the Titans,PG
Bird on a Wire,PG-13
The Poseidon Adventure,PG
The Avengers,PG-13
Ben-Hur,PG-13
Buffy the Vampire Slayer,"PG-13,TV-14"
Sudden Impact,R
Big Stan,R
Spies in Disguise,PG
Curse of the Golden Flower,R
MacGruber,R
Pathfinder,R
Sultan,
The Do-Over,TV-MA
Gone,PG-13
Honest Thief,PG-13
Race 3,
G-Force,"PG,TV-PG"
Free Fire,R
Stuber,R
Highlander II: The Quickening,"R,TV-14"
Red Cliff,R
Alone in the Dark,R
Beneath the Planet of the Apes,G
Kung Pow: Enter the Fist,"PG-13,TV-14"
Hobo with a Shotgun,
The Girl in the Spider's Web,R
CHIPS,R
Carriers,PG-13
Nothing to Lose,R
Howard the Duck,"PG,TV-PG"
3000 Miles to Graceland,R
Seeking Justice,R
Under Siege 2: Dark Territory,"R,TV-14"
The Hitcher,R
Mongol: The Rise of Genghis Khan,R
Enemy Mine,PG-13
The Hunted,R
After the Sunset,PG-13
Cowboy Bebop: The Movie,"R,TV-14"
A Man Apart,R
Anthropoid,R
Sherlock Jr.,Passed
Black Death,R
Hard Target,"R,NC-17"
The Rover,R
RoboCop 3,PG-13
Bullet to the Head,R
Hard Boiled,R
Scouts Guide to the Zombie Apocalypse,R
The Sentinel,PG-13
K.G.F: Chapter 1,
Army of Thieves,TV-MA
The Adventures of Robin Hood,"TV-PG,Passed,TV-G,PG,Approved"
15 Minutes,R
Bulletproof Monk,PG-13
National Security,"PG-13,TV-14"
Ava,R
Monster Hunter,PG-13
Those Who Wish Me Dead,R
Shaft,R
The Brothers Bloom,"PG-13,TV-PG,TV-14"
Hara-Kiri,
Without Remorse,R
Hot Pursuit,PG-13
Extinction,TV-MA
I Spy,PG-13
Chain Reaction,PG-13
The Condemned,R
Chaos,R
Andaz Apna Apna,
Don 2,
Tristan + Isolde,PG-13
Hotel Artemis,R
Chennai Express,
Mr. Right,R
Sholay,
Executive Decision,R
Red Dawn,PG-13
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,PG
Flash Gordon,PG
Taxi 2,
Jason X,R
'71,R
Logan's Run,"PG,TV-MA"
Pride and Prejudice and Zombies,PG-13
The Jewel of the Nile,PG
Ichi the Killer,R
The Golden Child,PG-13
The Legend of Hercules,PG-13
Guns Akimbo,R
Boss Level,TV-MA
Sanctum,R
Hudson Hawk,"R,TV-14"
"Aguirre, the Wrath of God","TV-PG,TV-14"
The Longest Day,"TV-G,TV-PG,G"
Soldier,R
Live by Night,R
Westworld,PG
The Rocketeer,PG
Laxmii,TV-MA
Baby,
Crocodile Dundee II,PG
The Karate Kid Part III,PG
Innerspace,PG
Conquest 1453,
Spy Kids 3-D: Game Over,"TV-G,PG,TV-PG"
The Girl with All the Gifts,R
Dog Soldiers,R
Race to Witch Mountain,PG
Timecop,R
Ghajini,
Young Guns,R
Star Trek V: The Final Frontier,PG
Cats & Dogs,PG
Gunday,
Lake Placid,R
Valhalla Rising,
Alpha,PG-13
Hotel Mumbai,R
Magnum Force,R
Unhinged,R
Drillbit Taylor,PG-13
21 Bridges,R
Hunter Killer,R
Jackass 3D,"R,TV-MA"
Dick Tracy,PG
Vertical Limit,PG-13
The Darkest Hour,PG-13
The Spirit,PG-13
The Brave One,R
Appaloosa,R
Titan A.E.,"PG,TV-Y7-FV,TV-PG"
The First Purge,"R,TV-14"
The Chaser,
The Midnight Meat Train,R
TMNT,PG
Brawl in Cell Block 99,TV-MA
The Devil's Own,R
Red State,R
Criminal,R
The Boondock Saints II: All Saints Day,"R,TV-14"
Only the Brave,PG-13
The Net,PG-13
Cold Pursuit,R
13 Assassins,R
The Specialist,"R,TV-14"
Harsh Times,R
The Finest Hours,PG-13
Spy Kids 2: Island of Lost Dreams,"TV-G,PG,TV-PG"
Brotherhood of the Wolf,R
Machine Gun Preacher,R
Never Say Never Again,PG
El Mariachi,R
Master,
Mystery Men,PG-13
Bullitt,"M/PG,Approved,TV-PG"
Celda 211,
The Saint,PG-13
The November Man,R
Superhero Movie,"PG-13,TV-14"
Spawn,"R,PG-13,TV-14"
Domino,R
Dead Man Down,"R,TV-14"
Charlie's Angels,PG-13
Badlands,PG
Nikita,R
Ninja Assassin,R
Triple 9,R
The Dirty Dozen,Approved
Mortdecai,"Approved,R,PG-13"
Cobra,R
Lost in Space,PG-13
Death Sentence,"R,TV-14"
The Edge,"R,TV-14"
Daylight,PG-13
First Knight,PG-13
The Postman,R
Speed Racer,PG
Solomon Kane,"R,TV-14"
The Siege,R
Mandy,TV-MA
Bloodshot,PG-13
Coolie No. 1,TV-14
Oldboy,"R,TV-MA"
Mercury Rising,R
The Mountain Between Us,PG-13
Miss Congeniality 2: Armed & Fabulous,PG-13
Dragonball Evolution,"PG,TV-14"
Backdraft,R
Escape from L.A.,"R,TV-MA"
A Wednesday,
Assault on Precinct 13,R
Fool's Gold,PG-13
Star Trek: Nemesis,PG-13
The Last Castle,R
Machete Kills,R
The Long Kiss Goodnight,R
Midway,PG-13
Star Trek III: The Search for Spock,PG
Shaolin Soccer,"PG,PG-13"
Super,R
American Assassin,R
G.I. Jane,R
Conan the Destroyer,"PG,TV-PG"
Species,R
Broken City,"R,TV-14"
News of the World,PG-13
Speed 2: Cruise Control,"PG-13,TV-PG,TV-14"
Space Cowboys,PG-13
All Is Lost,PG-13
Crawl,R
Abduction,"PG-13,TV-14"
Battlefield Earth,PG-13
Beverly Hills Cop III,"R,TV-14"
Fallen,R
Star Trek: Generations,PG
"I, Frankenstein",PG-13
Hidalgo,PG-13
Midnight Run,R
Eye in the Sky,R
Under Siege,R
No Escape,R
Big Momma's House,PG-13
Polar,TV-MA
Days of Thunder,"PG-13,TV-PG,TV-14"
Sky Captain and the World of Tomorrow,PG
The Karate Kid Part II,"PG,TV-PG"
RoboCop 2,"R,TV-14"
Hellboy,R
Arlington Road,R
Haywire,R
Greyhound,PG-13
Blitz,R
Harry Brown,R
Universal Soldier,R
Jackass: The Movie,"R,TV-MA"
Snitch,PG-13
The Angry Birds Movie,"PG,TV-PG"
We Own the Night,R
Cop Out,"R,TV-14"
Dante's Peak,PG-13
The General,"TV-G,Approved,Passed"
On Her Majesty's Secret Service,"PG,M"
Around the World in 80 Days,PG
Here Comes the Boom,"PG,TV-PG"
Hitman: Agent 47,R
Hot Shots! Part Deux,PG-13
Skyline,PG-13
Ghost Dog: The Way of the Samurai,R
Iron Sky,R
Season of the Witch,PG-13
The Spiderwick Chronicles,PG
Edge of Darkness,R
Revolver,R
The Hunt,R
Sadak 2,TV-MA
The Girl Who Played with Fire,R
Overlord,R
A View to a Kill,PG
The International,R
The Living Daylights,PG
DragonHeart,PG-13
Babylon A.D.,PG-13
The American,R
WarGames,PG
Clear and Present Danger,PG-13
Broken Arrow,R
Self/less,PG-13
The Purge: Election Year,"R,TV-14"
Sahara,PG-13
Small Soldiers,PG-13
Moonraker,PG
The Core,PG-13
Lockout,PG-13
The Guest,R
Conan the Barbarian,R
Drive Angry,R
For Your Eyes Only,PG
Unleashed,R
Conspiracy Theory,R
Anaconda,"PG-13,TV-14"
The Cloverfield Paradox,PG-13
Elite Squad,R
Enter the Dragon,"R,TV-14"
The Man with the Golden Gun,PG
Ip Man 2,R
Poseidon,PG-13
The Final Destination,"R,TV-14"
Tango & Cash,"R,TV-14"
Octopussy,PG
Den of Thieves,R
Behind Enemy Lines,PG-13
Geostorm,PG-13
Diamonds Are Forever,"PG,GP"
Legion,R
Epic,PG
Live and Let Die,PG
Greenland,PG-13
Shanghai Knights,"PG-13,TV-14"
The Forbidden Kingdom,PG-13
United 93,R
Superman II,PG
Rescue Dawn,PG-13
Sphere,PG-13
Brick,R
Hot Shots!,PG-13
Willow,PG
Repo Men,R
The Spy Who Loved Me,PG
Attack the Block,R
Patriot Games,"R,TV-14"
Crimson Tide,R
End of Days,R
Shershaah,
Push,PG-13
Hostage,R
Bonnie and Clyde,"Approved,R,M,TV-14"
The Foreigner,R
Baahubali: The Beginning,TV-14
Pompeii,PG-13
Ride Along,PG-13
Sonic the Hedgehog,"PG,TV-PG"
Escape Room,PG-13
Doom,R
House of Flying Daggers,PG-13
Only God Forgives,R
The Commuter,PG-13
The Sum of All Fears,PG-13
Street Kings,R
Eternals,PG-13
Home Alone 3,PG
Final Destination 5,"R,TV-14"
Gods of Egypt,PG-13
Pacific Rim: Uprising,PG-13
Entrapment,PG-13
Atlantis: The Lost Empire,"PG,TV-PG"
Love and Monsters,PG-13
Out of the Furnace,R
Premium Rush,PG-13
The French Connection,R
Rat Race,"PG-13,TV-14"
The Jackal,R
Wild Hogs,"PG-13,TV-14"
How to Train Your Dragon: The Hidden World,PG
Star Trek II: The Wrath of Khan,PG
A Walk Among the Tombstones,R
TRON,PG
Tears of the Sun,R
Brothers,R
Priest,PG-13
Yojimbo,TV-MA
Journey to the Center of the Earth,PG
The Brothers Grimm,"PG-13,TV-14"
The Raid 2,R
Mortal Engines,PG-13
The 6th Day,PG-13
Triple Frontier,R
Ran,R
Parker,R
Contraband,R
Flags of Our Fathers,R
The 13th Warrior,R
Aliens vs. Predator: Requiem,R
I Saw the Devil,TV-MA
Empire of the Sun,"PG,TV-14"
Infernal Affairs,R
Star Trek: First Contact,PG-13
Raya and the Last Dragon,PG
They Live,"R,TV-14"
The Time Machine,PG-13
The Kingdom,R
The Predator,R
Nerve,PG-13
Johnny English Reborn,PG
Æon Flux,PG-13
Maze Runner: The Death Cure,PG-13
Rambo III,"R,TV-14"
The Shallows,"PG-13,TV-14"
Bronson,R
Killer Elite,R
Savages,R
Escape from Alcatraz,PG
Hollow Man,R
The Bodyguard,"R,TV-14"
From Russia with Love,"PG,GP,Approved"
Jack Ryan: Shadow Recruit,PG-13
"10,000 BC",PG-13
Deep Blue Sea,R
16 Blocks,PG-13
The Great Wall,PG-13
Highlander,"R,TV-14"
The Mortal Instruments: City of Bones,PG-13
13 Hours,R
Mad Max Beyond Thunderdome,PG-13
Let's Be Cops,"R,TV-MA"
In the Heart of the Sea,PG-13
Ready or Not,R
The Recruit,PG-13
Gamer,R
The Count of Monte Cristo,"PG-13,TV-14"
Big Trouble in Little China,PG-13
Reign of Fire,PG-13
Kung Fu Hustle,"R,TV-14"
Green Zone,R
The Dark Tower,PG-13
Jack the Giant Slayer,PG-13
The Scorpion King,PG-13
Defiance,R
Conan the Barbarian,"R,TV-14"
Transformers: The Last Knight,PG-13
S.W.A.T.,PG-13
Red Notice,PG-13
Jungle Cruise,PG-13
Crank: High Voltage,R
Bad Boys for Life,R
Last Action Hero,"PG-13,TV-14"
The Running Man,R
The Purge: Anarchy,"R,TV-14"
Kung Fu Panda 3,PG
Shoot 'Em Up,R
The Equalizer 2,R
Pandorum,R
Jack Reacher: Never Go Back,PG-13
Vantage Point,PG-13
The Old Guard,R
Man on a Ledge,PG-13
Allied,R
Underworld: Awakening,R
Dirty Harry,R
Hercules,PG-13
Mortal Kombat,R
London Has Fallen,R
Pokémon Detective Pikachu,"PG,TV-PG"
Enola Holmes,PG-13
War Horse,PG-13
Spy Game,"R,TV-14"
Abraham Lincoln: Vampire Hunter,R
Sin City: A Dame to Kill For,R
The Sorcerer's Apprentice,PG
6 Underground,R
Once Upon a Time in Mexico,R
The Green Hornet,"PG-13,TV-14"
Lethal Weapon 4,"R,TV-14"
The Last Airbender,PG
Letters from Iwo Jima,R
Dr. No,"PG,GP,TV-PG,Approved"
Unbroken,PG-13
Riddick,R
Rush Hour 3,"PG-13,TV-14"
Fantastic Four,"PG-13,TV-PG"
Deepwater Horizon,PG-13
The Last of the Mohicans,"R,PG-13"
The Man in the Iron Mask,PG-13
The Perfect Storm,PG-13
The Meg,PG-13
Rambo: First Blood Part II,"R,TV-14"
Transporter 3,"PG-13,TV-14"
King Arthur,PG-13
Lethal Weapon 3,"R,TV-14"
Zombieland: Double Tap,R
Exodus: Gods and Kings,PG-13
Team America: World Police,"R,TV-MA"
Beowulf,PG-13
Immortals,R
Rise of the Guardians,PG
Hitman,"R,TV-MA"
RED 2,PG-13
Terminator: Dark Fate,R
Alexander,R
Resident Evil: Afterlife,R
Need for Speed,PG-13
Dangal,TV-PG
Three Kings,"R,TV-14"
Nobody,R
Layer Cake,"R,TV-MA"
The Promise,PG-13
Beverly Hills Cop,"R,TV-14"
Akira,"R,TV-MA"
The Crow,R
The Expendables 3,"PG-13,TV-14"
xXx,"PG-13,TV-14"
Baywatch,R
Red Sparrow,R
The Mask of Zorro,PG-13
Hero,"PG-13,TV-14"
Battle Los Angeles,PG-13
Battle Royale,"TV-MA,TV-PG,TV-14"
The Tomorrow War,PG-13
G.I. Joe: Retaliation,"PG-13,TV-14"
Tomorrowland,PG
Ronin,R
Desperado,R
The Mummy,"PG-13,TV-14"
Godzilla vs. Kong,PG-13
A Knight's Tale,PG-13
Bright,TV-MA
Falling Down,"R,TV-MA,TV-14"
This Means War,"R,PG-13"
The Life Aquatic with Steve Zissou,R
Grindhouse,"R,TV-MA"
Resident Evil: Extinction,R
The Blues Brothers,"R,TV-PG,TV-14"
Waterworld,PG-13
The Hunt for Red October,PG
The Next Three Days,"PG-13,TV-14"
Unstoppable,PG-13
The Taking of Pelham 123,"R,TV-14"
Alien vs. Predator,PG-13
Resident Evil: Apocalypse,R
Ghostbusters II,"PG,TV-PG"
Machete,R
Assassin's Creed,PG-13
Underworld: Evolution,R
Hanna,PG-13
The World Is Not Enough,PG-13
Train to Busan,"TV-MA,TV-14"
Fast & Furious Presents: Hobbs & Shaw,PG-13
After Earth,"PG-13,TV-14"
The Raid: Redemption,"R,TV-14"
Miss Congeniality,PG-13
Mad Max,"R,TV-MA,TV-14"
The Magnificent Seven,PG-13
Transporter 2,"R,PG-13"
Hansel & Gretel: Witch Hunters,R
A Good Day to Die Hard,"R,TV-14"
The Chronicles of Narnia: Prince Caspian,PG
Austin Powers in Goldmember,PG-13
Ocean's Eight,"PG-13,TV-14"
Death Race,"R,TV-14"
Tomb Raider,PG-13
Lara Croft: Tomb Raider,PG-13
White House Down,"PG-13,TV-14"
Birds of Prey,R
Planet of the Apes,PG-13
Daredevil,"R,PG-13,TV-14"
Die Another Day,PG-13
The Hitman's Bodyguard,R
Cowboys & Aliens,"PG-13,TV-14"
Safe House,"R,TV-14"
Hell or High Water,R
Jason Bourne,PG-13
Ip Man,R
Predators,R
Ghostbusters,PG-13
The Fate of the Furious,PG-13
No Time to Die,PG-13
Free Guy,PG-13
Munich,"R,TV-14"
Body of Lies,R
Game Night,"R,TV-14"
The Chronicles of Riddick,"R,PG-13"
Transcendence,PG-13
Jumanji: The Next Level,PG-13
Shang-Chi and the Legend of the Ten Rings,PG-13
The Adventures of Tintin,PG
RoboCop,"PG-13,TV-14"
Natural Born Killers,"R,NC-17,TV-14"
Rambo,"R,TV-MA"
National Treasure: Book of Secrets,"PG,TV-PG"
Austin Powers: The Spy Who Shagged Me,PG-13
The Divergent Series: Insurgent,PG-13
Knowing,PG-13
San Andreas,PG-13
Southpaw,R
Wonder Woman 1984,PG-13
Alien: Resurrection,"R,TV-PG"
Bad Boys II,"R,TV-14"
War for the Planet of the Apes,PG-13
First Blood,"R,TV-14"
Chappie,"R,TV-14"
Batman & Robin,"PG-13,TV-PG"
Battleship,"PG-13,TV-14"
Batman Forever,"PG-13,TV-14"
Megamind,"TV-G,PG,TV-PG"
Chronicle,PG-13
RocknRolla,R
Crank,R
Dawn of the Dead,R
The Grey,R
RoboCop,"R,X"
Lethal Weapon,"R,TV-14"
True Lies,R
Total Recall,PG-13
The A-Team,"PG-13,TV-14"
Bad Boys,"R,TV-14"
Noah,PG-13
GoldenEye,"PG-13,TV-14"
Alita: Battle Angel,PG-13
Rango,"PG,TV-PG,TV-14"
Warcraft,PG-13
Rush Hour,"PG-13,TV-14"
Fantastic 4: Rise of the Silver Surfer,PG
Van Helsing,PG-13
The Other Guys,"PG-13,TV-MA"
Unknown,PG-13
The Fast and the Furious: Tokyo Drift,PG-13
Non-Stop,PG-13
Gone in 60 Seconds,"PG-13,TV-14"
Incredibles 2,PG
Clash of the Titans,"12,PG-13"
Lone Survivor,R
The Suicide Squad,R
Fast & Furious,PG-13
Green Lantern,"PG-13,TV-14"
Superman Returns,"PG-13,TV-PG"
Death Proof,TV-MA
Kingdom of Heaven,R
Starship Troopers,R
Snow White and the Huntsman,PG-13
Law Abiding Citizen,R
Pirates of the Caribbean: Dead Men Tell No Tales,PG-13
The Fugitive,"PG-13,TV-14"
Prince of Persia: The Sands of Time,PG-13
Angels & Demons,PG-13
Jurassic World: Fallen Kingdom,PG-13
Con Air,"R,TV-14"
The Gentlemen,R
Black Widow,PG-13
Serenity,PG-13
Public Enemies,R
Alien 3,"TV-PG,R,TV-MA,TV-14"
300: Rise of an Empire,R
Batman Returns,"PG-13,TV-PG"
The Man from U.N.C.L.E.,"PG-13,TV-14"
The Transporter,PG-13
The Bourne Legacy,PG-13
Kingsman: The Golden Circle,R
Jumper,PG-13
Taken 2,PG-13
3:10 to Yuma,R
Mission: Impossible - Fallout,PG-13
John Wick: Chapter 3 - Parabellum,R
The Mummy Returns,PG-13
Total Recall,"R,TV-14"
Top Gun,"PG,TV-PG"
Real Steel,"PG-13,TV-PG"
Hellboy,PG-13
Solo: A Star Wars Story,PG-13
Fantastic Four,"PG-13,TV-PG"
National Treasure,"PG,TV-PG,TV-14"
The Interview,R
How to Train Your Dragon 2,PG
Equilibrium,R
Jack Reacher,PG-13
Shooter,R
TRON: Legacy,PG
Pearl Harbor,"R,PG-13"
Constantine,"R,TV-14"
The Rock,"R,TV-14"
Pineapple Express,"R,TV-MA"
Mission: Impossible II,"PG-13,TV-14"
Seven Samurai,
The Expendables,"R,TV-14"
The Lego Movie,"TV-G,PG,TV-PG"
Mission: Impossible III,PG-13
Ford v Ferrari,PG-13
Zack Snyder's Justice League,R
Snowpiercer,R
Man on Fire,"R,TV-14"
Men in Black 3,PG-13
Speed,"R,TV-14"
Die Hard 2,"R,TV-14"
Ghostbusters,"PG,TV-PG,TV-14"
Jumanji: Welcome to the Jungle,PG-13
Collateral,R
Terminator Salvation,"R,PG-13,TV-14"
